"","gu","day","value"
"28613","강서구",2013-04-28,3
"28614","강서구",2013-04-29,7
"28615","강서구",2013-04-30,2
"28616","강서구",2013-05-01,4
"28617","강서구",2013-05-02,4
"28618","강서구",2013-05-03,7
"28619","강서구",2013-05-04,5
"28620","강서구",2013-05-05,3
"28621","강서구",2013-05-06,4
"28622","강서구",2013-05-07,3
"28623","강서구",2013-05-08,3
"28624","강서구",2013-05-09,6
"28625","강서구",2013-05-10,3
"28626","강서구",2013-05-11,4
"28627","강서구",2013-05-12,7
"28628","강서구",2013-05-13,5
"28629","강서구",2013-05-14,5
"28630","강서구",2013-05-15,4
"28631","강서구",2013-05-16,4
"28632","강서구",2013-05-17,7
"28633","강서구",2013-05-18,1
"28634","강서구",2013-05-19,6
"28635","강서구",2013-05-20,3
"28636","강서구",2013-05-21,4
"28637","강서구",2013-05-22,8
"28638","강서구",2013-05-23,3
"28639","강서구",2013-05-24,7
"28640","강서구",2013-05-25,7
"28641","강서구",2013-05-26,2
"28642","강서구",2013-05-27,8
"28643","강서구",2013-05-28,6
"28644","강서구",2013-05-29,5
"28645","강서구",2013-05-30,6
"28646","강서구",2013-05-31,5
"28647","강서구",2013-06-01,6
"28648","강서구",2013-06-02,0
"28649","강서구",2013-06-03,5
"28650","강서구",2013-06-04,10
"28651","강서구",2013-06-05,7
"28652","강서구",2013-06-06,3
"28653","강서구",2013-06-07,4
"28654","강서구",2013-06-08,5
"28655","강서구",2013-06-09,1
"28656","강서구",2013-06-10,10
"28657","강서구",2013-06-11,6
"28658","강서구",2013-06-12,4
"28659","강서구",2013-06-13,7
"28660","강서구",2013-06-14,7
"28661","강서구",2013-06-15,5
"28662","강서구",2013-06-16,2
"28663","강서구",2013-06-17,3
"28664","강서구",2013-06-18,4
"28665","강서구",2013-06-19,5
"28666","강서구",2013-06-20,5
"28667","강서구",2013-06-21,3
"28668","강서구",2013-06-22,11
"28669","강서구",2013-06-23,3
"28670","강서구",2013-06-24,3
"28671","강서구",2013-06-25,12
"28672","강서구",2013-06-26,7
"28673","강서구",2013-06-27,3
"28674","강서구",2013-06-28,9
"28675","강서구",2013-06-29,5
"28676","강서구",2013-06-30,2
"28677","강서구",2013-07-01,3
"28678","강서구",2013-07-02,2
"28679","강서구",2013-07-03,3
"28680","강서구",2013-07-04,12
"28681","강서구",2013-07-05,4
"28682","강서구",2013-07-06,6
"28683","강서구",2013-07-07,4
"28684","강서구",2013-07-08,3
"28685","강서구",2013-07-09,4
"28686","강서구",2013-07-10,6
"28687","강서구",2013-07-11,2
"28688","강서구",2013-07-12,6
"28689","강서구",2013-07-13,7
"28690","강서구",2013-07-14,1
"28691","강서구",2013-07-15,4
"28692","강서구",2013-07-16,5
"28693","강서구",2013-07-17,5
"28694","강서구",2013-07-18,3
"28695","강서구",2013-07-19,4
"28696","강서구",2013-07-20,5
"28697","강서구",2013-07-21,4
"28698","강서구",2013-07-22,3
"28699","강서구",2013-07-23,3
"28700","강서구",2013-07-24,8
"28701","강서구",2013-07-25,4
"28702","강서구",2013-07-26,7
"28703","강서구",2013-07-27,7
"28704","강서구",2013-07-28,6
"28705","강서구",2013-07-29,9
"28706","강서구",2013-07-30,3
"28707","강서구",2013-07-31,8
"28708","강서구",2013-08-01,5
"28709","강서구",2013-08-02,5
"28710","강서구",2013-08-03,2
"28711","강서구",2013-08-04,2
"28712","강서구",2013-08-05,3
"28713","강서구",2013-08-06,5
"28714","강서구",2013-08-07,3
"28715","강서구",2013-08-08,6
"28716","강서구",2013-08-09,8
"28717","강서구",2013-08-10,4
"28718","강서구",2013-08-11,5
"28719","강서구",2013-08-12,5
"28720","강서구",2013-08-13,7
"28721","강서구",2013-08-14,3
"28722","강서구",2013-08-15,5
"28723","강서구",2013-08-16,7
"28724","강서구",2013-08-17,5
"28725","강서구",2013-08-18,3
"28726","강서구",2013-08-19,3
"28727","강서구",2013-08-20,7
"28728","강서구",2013-08-21,7
"28729","강서구",2013-08-22,8
"28730","강서구",2013-08-23,7
"28731","강서구",2013-08-24,4
"28732","강서구",2013-08-25,0
"28733","강서구",2013-08-26,7
"28734","강서구",2013-08-27,5
"28735","강서구",2013-08-28,6
"28736","강서구",2013-08-29,10
"28737","강서구",2013-08-30,7
"28738","강서구",2013-08-31,1
"28739","강서구",2013-09-01,5
"28740","강서구",2013-09-02,7
"28741","강서구",2013-09-03,4
"28742","강서구",2013-09-04,5
"28743","강서구",2013-09-05,3
"28744","강서구",2013-09-06,4
"28745","강서구",2013-09-07,3
"28746","강서구",2013-09-08,6
"28747","강서구",2013-09-09,7
"28748","강서구",2013-09-10,5
"28749","강서구",2013-09-11,3
"28750","강서구",2013-09-12,6
"28751","강서구",2013-09-13,3
"28752","강서구",2013-09-14,6
"28753","강서구",2013-09-15,6
"28754","강서구",2013-09-16,6
"28755","강서구",2013-09-17,5
"28756","강서구",2013-09-18,4
"28757","강서구",2013-09-19,3
"28758","강서구",2013-09-20,4
"28759","강서구",2013-09-21,5
"28760","강서구",2013-09-22,8
"28761","강서구",2013-09-23,4
"28762","강서구",2013-09-24,7
"28763","강서구",2013-09-25,4
"28764","강서구",2013-09-26,8
"28765","강서구",2013-09-27,6
"28766","강서구",2013-09-28,6
"28767","강서구",2013-09-29,2
"28768","강서구",2013-09-30,1
"28769","강서구",2013-10-01,3
"28770","강서구",2013-10-02,7
"28771","강서구",2013-10-03,1
"28772","강서구",2013-10-04,6
"28773","강서구",2013-10-05,6
"28774","강서구",2013-10-06,4
"28775","강서구",2013-10-07,5
"28776","강서구",2013-10-08,2
"28777","강서구",2013-10-09,6
"28778","강서구",2013-10-10,5
"28779","강서구",2013-10-11,9
"28780","강서구",2013-10-12,6
"28781","강서구",2013-10-13,1
"28782","강서구",2013-10-14,6
"28783","강서구",2013-10-15,3
"28784","강서구",2013-10-16,6
"28785","강서구",2013-10-17,10
"28786","강서구",2013-10-18,9
"28787","강서구",2013-10-19,5
"28788","강서구",2013-10-20,4
"28789","강서구",2013-10-21,3
"28790","강서구",2013-10-22,5
"28791","강서구",2013-10-23,9
"28792","강서구",2013-10-24,5
"28793","강서구",2013-10-25,8
"28794","강서구",2013-10-26,6
"28795","강서구",2013-10-27,4
"28796","강서구",2013-10-28,4
"28797","강서구",2013-10-29,8
"28798","강서구",2013-10-30,4
"28799","강서구",2013-10-31,8
"28800","강서구",2013-11-01,5
"28801","강서구",2013-11-02,4
"28802","강서구",2013-11-03,3
"28803","강서구",2013-11-04,3
"28804","강서구",2013-11-05,2
"28805","강서구",2013-11-06,5
"28806","강서구",2013-11-07,5
"28807","강서구",2013-11-08,3
"28808","강서구",2013-11-09,6
"28809","강서구",2013-11-10,2
"28810","강서구",2013-11-11,4
"28811","강서구",2013-11-12,2
"28812","강서구",2013-11-13,6
"28813","강서구",2013-11-14,4
"28814","강서구",2013-11-15,7
"28815","강서구",2013-11-16,6
"28816","강서구",2013-11-17,2
"28817","강서구",2013-11-18,2
"28818","강서구",2013-11-19,6
"28819","강서구",2013-11-20,7
"28820","강서구",2013-11-21,3
"28821","강서구",2013-11-22,1
"28822","강서구",2013-11-23,2
"28823","강서구",2013-11-24,7
"28824","강서구",2013-11-25,4
"28825","강서구",2013-11-26,3
"28826","강서구",2013-11-27,8
"28827","강서구",2013-11-28,3
"28828","강서구",2013-11-29,2
"28829","강서구",2013-11-30,10
"28830","강서구",2013-12-01,0
"28831","강서구",2013-12-02,1
"28832","강서구",2013-12-03,5
"28833","강서구",2013-12-04,1
"28834","강서구",2013-12-05,5
"28835","강서구",2013-12-06,1
"28836","강서구",2013-12-07,3
"28837","강서구",2013-12-08,2
"28838","강서구",2013-12-09,1
"28839","강서구",2013-12-10,3
"28840","강서구",2013-12-11,4
"28841","강서구",2013-12-12,3
"28842","강서구",2013-12-13,4
"28843","강서구",2013-12-14,6
"28844","강서구",2013-12-15,2
"28845","강서구",2013-12-16,3
"28846","강서구",2013-12-17,6
"28847","강서구",2013-12-18,5
"28848","강서구",2013-12-19,6
"28849","강서구",2013-12-20,2
"28850","강서구",2013-12-21,4
"28851","강서구",2013-12-22,4
"28852","강서구",2013-12-23,7
"28853","강서구",2013-12-24,4
"28854","강서구",2013-12-25,9
"28855","강서구",2013-12-26,9
"28856","강서구",2013-12-27,2
"28857","강서구",2013-12-28,5
"28858","강서구",2013-12-29,2
"28859","강서구",2013-12-30,10
"28860","강서구",2013-12-31,5
"28861","관악구",2013-01-01,2
"28862","관악구",2013-01-02,3
"28863","관악구",2013-01-03,6
"28864","관악구",2013-01-04,9
"28865","관악구",2013-01-05,6
"28866","관악구",2013-01-06,6
"28867","관악구",2013-01-07,1
"28868","관악구",2013-01-08,1
"28869","관악구",2013-01-09,4
"28870","관악구",2013-01-10,6
"28871","관악구",2013-01-11,15
"28872","관악구",2013-01-12,3
"28873","관악구",2013-01-13,6
"28874","관악구",2013-01-14,7
"28875","관악구",2013-01-15,4
"28876","관악구",2013-01-16,6
"28877","관악구",2013-01-17,4
"28878","관악구",2013-01-18,2
"28879","관악구",2013-01-19,4
"28880","관악구",2013-01-20,3
"28881","관악구",2013-01-21,1
"28882","관악구",2013-01-22,5
"28883","관악구",2013-01-23,5
"28884","관악구",2013-01-24,5
"28885","관악구",2013-01-25,2
"28886","관악구",2013-01-26,4
"28887","관악구",2013-01-27,6
"28888","관악구",2013-01-28,5
"28889","관악구",2013-01-29,3
"28890","관악구",2013-01-30,3
"28891","관악구",2013-01-31,2
"28892","관악구",2013-02-01,6
"28893","관악구",2013-02-02,8
"28894","관악구",2013-02-03,1
"28895","관악구",2013-02-04,3
"28896","관악구",2013-02-05,2
"28897","관악구",2013-02-06,2
"28898","관악구",2013-02-07,1
"28899","관악구",2013-02-08,3
"28900","관악구",2013-02-09,4
"28901","관악구",2013-02-10,3
"28902","관악구",2013-02-11,2
"28903","관악구",2013-02-12,3
"28904","관악구",2013-02-13,4
"28905","관악구",2013-02-14,1
"28906","관악구",2013-02-15,5
"28907","관악구",2013-02-16,10
"28908","관악구",2013-02-17,5
"28909","관악구",2013-02-18,3
"28910","관악구",2013-02-19,2
"28911","관악구",2013-02-20,3
"28912","관악구",2013-02-21,1
"28913","관악구",2013-02-22,5
"28914","관악구",2013-02-23,7
"28915","관악구",2013-02-24,6
"28916","관악구",2013-02-25,4
"28917","관악구",2013-02-26,3
"28918","관악구",2013-02-27,3
"28919","관악구",2013-02-28,8
"28920","관악구",2013-03-01,6
"28921","관악구",2013-03-02,1
"28922","관악구",2013-03-03,7
"28923","관악구",2013-03-04,1
"28924","관악구",2013-03-05,4
"28925","관악구",2013-03-06,3
"28926","관악구",2013-03-07,5
"28927","관악구",2013-03-08,4
"28928","관악구",2013-03-09,5
"28929","관악구",2013-03-10,2
"28930","관악구",2013-03-11,7
"28931","관악구",2013-03-12,3
"28932","관악구",2013-03-13,9
"28933","관악구",2013-03-14,3
"28934","관악구",2013-03-15,5
"28935","관악구",2013-03-16,3
"28936","관악구",2013-03-17,14
"28937","관악구",2013-03-18,5
"28938","관악구",2013-03-19,3
"28939","관악구",2013-03-20,4
"28940","관악구",2013-03-21,6
"28941","관악구",2013-03-22,8
"28942","관악구",2013-03-23,5
"28943","관악구",2013-03-24,4
"28944","관악구",2013-03-25,4
"28945","관악구",2013-03-26,4
"28946","관악구",2013-03-27,5
"28947","관악구",2013-03-28,3
"28948","관악구",2013-03-29,6
"28949","관악구",2013-03-30,8
"28950","관악구",2013-03-31,4
"28951","관악구",2013-04-01,7
"28952","관악구",2013-04-02,3
"28953","관악구",2013-04-03,6
"28954","관악구",2013-04-04,10
"28955","관악구",2013-04-05,3
"28956","관악구",2013-04-06,8
"28957","관악구",2013-04-07,3
"28958","관악구",2013-04-08,8
"28959","관악구",2013-04-09,0
"28960","관악구",2013-04-10,5
"28961","관악구",2013-04-11,2
"28962","관악구",2013-04-12,7
"28963","관악구",2013-04-13,8
"28964","관악구",2013-04-14,5
"28965","관악구",2013-04-15,1
"28966","관악구",2013-04-16,6
"28967","관악구",2013-04-17,6
"28968","관악구",2013-04-18,3
"28969","관악구",2013-04-19,6
"28970","관악구",2013-04-20,2
"28971","관악구",2013-04-21,5
"28972","관악구",2013-04-22,4
"28973","관악구",2013-04-23,8
"28974","관악구",2013-04-24,8
"28975","관악구",2013-04-25,5
"28976","관악구",2013-04-26,7
"28977","관악구",2013-04-27,5
"28978","관악구",2013-04-28,4
"28979","관악구",2013-04-29,5
"28980","관악구",2013-04-30,6
"28981","관악구",2013-05-01,8
"28982","관악구",2013-05-02,7
"28983","관악구",2013-05-03,10
"28984","관악구",2013-05-04,6
"28985","관악구",2013-05-05,5
"28986","관악구",2013-05-06,4
"28987","관악구",2013-05-07,6
"28988","관악구",2013-05-08,4
"28989","관악구",2013-05-09,7
"28990","관악구",2013-05-10,6
"28991","관악구",2013-05-11,8
"28992","관악구",2013-05-12,1
"28993","관악구",2013-05-13,1
"28994","관악구",2013-05-14,8
"28995","관악구",2013-05-15,5
"28996","관악구",2013-05-16,5
"28997","관악구",2013-05-17,4
"28998","관악구",2013-05-18,8
"28999","관악구",2013-05-19,6
"29000","관악구",2013-05-20,7
"29001","관악구",2013-05-21,5
"29002","관악구",2013-05-22,7
"29003","관악구",2013-05-23,4
"29004","관악구",2013-05-24,7
"29005","관악구",2013-05-25,8
"29006","관악구",2013-05-26,3
"29007","관악구",2013-05-27,7
"29008","관악구",2013-05-28,2
"29009","관악구",2013-05-29,6
"29010","관악구",2013-05-30,9
"29011","관악구",2013-05-31,4
"29012","관악구",2013-06-01,7
"29013","관악구",2013-06-02,9
"29014","관악구",2013-06-03,3
"29015","관악구",2013-06-04,4
"29016","관악구",2013-06-05,7
"29017","관악구",2013-06-06,6
"29018","관악구",2013-06-07,10
"29019","관악구",2013-06-08,7
"29020","관악구",2013-06-09,5
"29021","관악구",2013-06-10,5
"29022","관악구",2013-06-11,3
"29023","관악구",2013-06-12,9
"29024","관악구",2013-06-13,3
"29025","관악구",2013-06-14,5
"29026","관악구",2013-06-15,5
"29027","관악구",2013-06-16,5
"29028","관악구",2013-06-17,6
"29029","관악구",2013-06-18,8
"29030","관악구",2013-06-19,4
"29031","관악구",2013-06-20,5
"29032","관악구",2013-06-21,7
"29033","관악구",2013-06-22,8
"29034","관악구",2013-06-23,5
"29035","관악구",2013-06-24,8
"29036","관악구",2013-06-25,3
"29037","관악구",2013-06-26,7
"29038","관악구",2013-06-27,7
"29039","관악구",2013-06-28,6
"29040","관악구",2013-06-29,4
"29041","관악구",2013-06-30,10
"29042","관악구",2013-07-01,6
"29043","관악구",2013-07-02,4
"29044","관악구",2013-07-03,6
"29045","관악구",2013-07-04,1
"29046","관악구",2013-07-05,2
"29047","관악구",2013-07-06,5
"29048","관악구",2013-07-07,4
"29049","관악구",2013-07-08,3
"29050","관악구",2013-07-09,4
"29051","관악구",2013-07-10,5
"29052","관악구",2013-07-11,4
"29053","관악구",2013-07-12,4
"29054","관악구",2013-07-13,8
"29055","관악구",2013-07-14,8
"29056","관악구",2013-07-15,3
"29057","관악구",2013-07-16,2
"29058","관악구",2013-07-17,2
"29059","관악구",2013-07-18,8
"29060","관악구",2013-07-19,3
"29061","관악구",2013-07-20,4
"29062","관악구",2013-07-21,3
"29063","관악구",2013-07-22,4
"29064","관악구",2013-07-23,7
"29065","관악구",2013-07-24,5
"29066","관악구",2013-07-25,2
"29067","관악구",2013-07-26,4
"29068","관악구",2013-07-27,4
"29069","관악구",2013-07-28,5
"29070","관악구",2013-07-29,5
"29071","관악구",2013-07-30,4
"29072","관악구",2013-07-31,5
"29073","관악구",2013-08-01,5
"29074","관악구",2013-08-02,5
"29075","관악구",2013-08-03,3
"29076","관악구",2013-08-04,4
"29077","관악구",2013-08-05,5
"29078","관악구",2013-08-06,2
"29079","관악구",2013-08-07,5
"29080","관악구",2013-08-08,8
"29081","관악구",2013-08-09,5
"29082","관악구",2013-08-10,10
"29083","관악구",2013-08-11,7
"29084","관악구",2013-08-12,3
"29085","관악구",2013-08-13,4
"29086","관악구",2013-08-14,4
"29087","관악구",2013-08-15,6
"29088","관악구",2013-08-16,5
"29089","관악구",2013-08-17,5
"29090","관악구",2013-08-18,4
"29091","관악구",2013-08-19,5
"29092","관악구",2013-08-20,7
"29093","관악구",2013-08-21,5
"29094","관악구",2013-08-22,4
"29095","관악구",2013-08-23,4
"29096","관악구",2013-08-24,3
"29097","관악구",2013-08-25,3
"29098","관악구",2013-08-26,5
"29099","관악구",2013-08-27,4
"29100","관악구",2013-08-28,5
"29101","관악구",2013-08-29,8
"29102","관악구",2013-08-30,4
"29103","관악구",2013-08-31,5
"29104","관악구",2013-09-01,2
"29105","관악구",2013-09-02,4
"29106","관악구",2013-09-03,6
"29107","관악구",2013-09-04,7
"29108","관악구",2013-09-05,5
"29109","관악구",2013-09-06,8
"29110","관악구",2013-09-07,5
"29111","관악구",2013-09-08,4
"29112","관악구",2013-09-09,4
"29113","관악구",2013-09-10,3
"29114","관악구",2013-09-11,5
"29115","관악구",2013-09-12,2
"29116","관악구",2013-09-13,4
"29117","관악구",2013-09-14,5
"29118","관악구",2013-09-15,1
"29119","관악구",2013-09-16,3
"29120","관악구",2013-09-17,2
"29121","관악구",2013-09-18,3
"29122","관악구",2013-09-19,1
"29123","관악구",2013-09-20,3
"29124","관악구",2013-09-21,2
"29125","관악구",2013-09-22,1
"29126","관악구",2013-09-23,4
"29127","관악구",2013-09-24,5
"29128","관악구",2013-09-25,5
"29129","관악구",2013-09-26,5
"29130","관악구",2013-09-27,4
"29131","관악구",2013-09-28,5
"29132","관악구",2013-09-29,7
"29133","관악구",2013-09-30,4
"29134","관악구",2013-10-01,4
"29135","관악구",2013-10-02,3
"29136","관악구",2013-10-03,5
"29137","관악구",2013-10-04,1
"29138","관악구",2013-10-05,7
"29139","관악구",2013-10-06,7
"29140","관악구",2013-10-07,3
"29141","관악구",2013-10-08,3
"29142","관악구",2013-10-09,5
"29143","관악구",2013-10-10,5
"29144","관악구",2013-10-11,6
"29145","관악구",2013-10-12,3
"29146","관악구",2013-10-13,6
"29147","관악구",2013-10-14,2
"29148","관악구",2013-10-15,3
"29149","관악구",2013-10-16,2
"29150","관악구",2013-10-17,6
"29151","관악구",2013-10-18,9
"29152","관악구",2013-10-19,6
"29153","관악구",2013-10-20,8
"29154","관악구",2013-10-21,6
"29155","관악구",2013-10-22,2
"29156","관악구",2013-10-23,1
"29157","관악구",2013-10-24,12
"29158","관악구",2013-10-25,7
"29159","관악구",2013-10-26,4
"29160","관악구",2013-10-27,4
"29161","관악구",2013-10-28,3
"29162","관악구",2013-10-29,4
"29163","관악구",2013-10-30,6
"29164","관악구",2013-10-31,6
"29165","관악구",2013-11-01,6
"29166","관악구",2013-11-02,8
"29167","관악구",2013-11-03,3
"29168","관악구",2013-11-04,2
"29169","관악구",2013-11-05,1
"29170","관악구",2013-11-06,3
"29171","관악구",2013-11-07,6
"29172","관악구",2013-11-08,3
"29173","관악구",2013-11-09,4
"29174","관악구",2013-11-10,7
"29175","관악구",2013-11-11,4
"29176","관악구",2013-11-12,5
"29177","관악구",2013-11-13,9
"29178","관악구",2013-11-14,6
"29179","관악구",2013-11-15,6
"29180","관악구",2013-11-16,5
"29181","관악구",2013-11-17,2
"29182","관악구",2013-11-18,7
"29183","관악구",2013-11-19,5
"29184","관악구",2013-11-20,7
"29185","관악구",2013-11-21,4
"29186","관악구",2013-11-22,8
"29187","관악구",2013-11-23,8
"29188","관악구",2013-11-24,6
"29189","관악구",2013-11-25,3
"29190","관악구",2013-11-26,4
"29191","관악구",2013-11-27,4
"29192","관악구",2013-11-28,3
"29193","관악구",2013-11-29,6
"29194","관악구",2013-11-30,2
"29195","관악구",2013-12-01,3
"29196","관악구",2013-12-02,3
"29197","관악구",2013-12-03,5
"29198","관악구",2013-12-04,2
"29199","관악구",2013-12-05,4
"29200","관악구",2013-12-06,4
"29201","관악구",2013-12-07,2
"29202","관악구",2013-12-08,2
"29203","관악구",2013-12-09,2
"29204","관악구",2013-12-10,5
"29205","관악구",2013-12-11,9
"29206","관악구",2013-12-12,5
"29207","관악구",2013-12-13,3
"29208","관악구",2013-12-14,4
"29209","관악구",2013-12-15,5
"29210","관악구",2013-12-16,3
"29211","관악구",2013-12-17,3
"29212","관악구",2013-12-18,7
"29213","관악구",2013-12-19,2
"29214","관악구",2013-12-20,11
"29215","관악구",2013-12-21,5
"29216","관악구",2013-12-22,8
"29217","관악구",2013-12-23,5
"29218","관악구",2013-12-24,3
"29219","관악구",2013-12-25,8
"29220","관악구",2013-12-26,6
"29221","관악구",2013-12-27,2
"29222","관악구",2013-12-28,4
"29223","관악구",2013-12-29,5
"29224","관악구",2013-12-30,1
"29225","관악구",2013-12-31,8
"29226","광진구",2013-01-01,0
"29227","광진구",2013-01-02,0
"29228","광진구",2013-01-03,0
"29229","광진구",2013-01-04,3
"29230","광진구",2013-01-05,1
"29231","광진구",2013-01-06,1
"29232","광진구",2013-01-07,1
"29233","광진구",2013-01-08,2
"29234","광진구",2013-01-09,2
"29235","광진구",2013-01-10,4
"29236","광진구",2013-01-11,9
"29237","광진구",2013-01-12,6
"29238","광진구",2013-01-13,1
"29239","광진구",2013-01-14,1
"29240","광진구",2013-01-15,5
"29241","광진구",2013-01-16,2
"29242","광진구",2013-01-17,5
"29243","광진구",2013-01-18,7
"29244","광진구",2013-01-19,5
"29245","광진구",2013-01-20,3
"29246","광진구",2013-01-21,4
"29247","광진구",2013-01-22,4
"29248","광진구",2013-01-23,1
"29249","광진구",2013-01-24,3
"29250","광진구",2013-01-25,5
"29251","광진구",2013-01-26,2
"29252","광진구",2013-01-27,0
"29253","광진구",2013-01-28,2
"29254","광진구",2013-01-29,4
"29255","광진구",2013-01-30,4
"29256","광진구",2013-01-31,1
"29257","광진구",2013-02-01,4
"29258","광진구",2013-02-02,2
"29259","광진구",2013-02-03,2
"29260","광진구",2013-02-04,1
"29261","광진구",2013-02-05,0
"29262","광진구",2013-02-06,4
"29263","광진구",2013-02-07,3
"29264","광진구",2013-02-08,5
"29265","광진구",2013-02-09,3
"29266","광진구",2013-02-10,1
"29267","광진구",2013-02-11,3
"29268","광진구",2013-02-12,2
"29269","광진구",2013-02-13,3
"29270","광진구",2013-02-14,4
"29271","광진구",2013-02-15,4
"29272","광진구",2013-02-16,3
"29273","광진구",2013-02-17,1
"29274","광진구",2013-02-18,0
"29275","광진구",2013-02-19,2
"29276","광진구",2013-02-20,3
"29277","광진구",2013-02-21,3
"29278","광진구",2013-02-22,6
"29279","광진구",2013-02-23,3
"29280","광진구",2013-02-24,2
"29281","광진구",2013-02-25,1
"29282","광진구",2013-02-26,1
"29283","광진구",2013-02-27,2
"29284","광진구",2013-02-28,3
"29285","광진구",2013-03-01,6
"29286","광진구",2013-03-02,0
"29287","광진구",2013-03-03,0
"29288","광진구",2013-03-04,2
"29289","광진구",2013-03-05,2
"29290","광진구",2013-03-06,2
"29291","광진구",2013-03-07,1
"29292","광진구",2013-03-08,4
"29293","광진구",2013-03-09,3
"29294","광진구",2013-03-10,2
"29295","광진구",2013-03-11,2
"29296","광진구",2013-03-12,2
"29297","광진구",2013-03-13,4
"29298","광진구",2013-03-14,5
"29299","광진구",2013-03-15,5
"29300","광진구",2013-03-16,6
"29301","광진구",2013-03-17,4
"29302","광진구",2013-03-18,2
"29303","광진구",2013-03-19,3
"29304","광진구",2013-03-20,2
"29305","광진구",2013-03-21,5
"29306","광진구",2013-03-22,7
"29307","광진구",2013-03-23,4
"29308","광진구",2013-03-24,3
"29309","광진구",2013-03-25,1
"29310","광진구",2013-03-26,3
"29311","광진구",2013-03-27,2
"29312","광진구",2013-03-28,2
"29313","광진구",2013-03-29,5
"29314","광진구",2013-03-30,6
"29315","광진구",2013-03-31,5
"29316","광진구",2013-04-01,1
"29317","광진구",2013-04-02,6
"29318","광진구",2013-04-03,4
"29319","광진구",2013-04-04,2
"29320","광진구",2013-04-05,5
"29321","광진구",2013-04-06,4
"29322","광진구",2013-04-07,4
"29323","광진구",2013-04-08,3
"29324","광진구",2013-04-09,5
"29325","광진구",2013-04-10,4
"29326","광진구",2013-04-11,5
"29327","광진구",2013-04-12,5
"29328","광진구",2013-04-13,2
"29329","광진구",2013-04-14,6
"29330","광진구",2013-04-15,1
"29331","광진구",2013-04-16,2
"29332","광진구",2013-04-17,2
"29333","광진구",2013-04-18,0
"29334","광진구",2013-04-19,1
"29335","광진구",2013-04-20,1
"29336","광진구",2013-04-21,3
"29337","광진구",2013-04-22,3
"29338","광진구",2013-04-23,2
"29339","광진구",2013-04-24,5
"29340","광진구",2013-04-25,3
"29341","광진구",2013-04-26,8
"29342","광진구",2013-04-27,5
"29343","광진구",2013-04-28,4
"29344","광진구",2013-04-29,6
"29345","광진구",2013-04-30,4
"29346","광진구",2013-05-01,7
"29347","광진구",2013-05-02,4
"29348","광진구",2013-05-03,2
"29349","광진구",2013-05-04,4
"29350","광진구",2013-05-05,7
"29351","광진구",2013-05-06,3
"29352","광진구",2013-05-07,3
"29353","광진구",2013-05-08,5
"29354","광진구",2013-05-09,3
"29355","광진구",2013-05-10,3
"29356","광진구",2013-05-11,6
"29357","광진구",2013-05-12,2
"29358","광진구",2013-05-13,4
"29359","광진구",2013-05-14,6
"29360","광진구",2013-05-15,10
"29361","광진구",2013-05-16,6
"29362","광진구",2013-05-17,6
"29363","광진구",2013-05-18,4
"29364","광진구",2013-05-19,7
"29365","광진구",2013-05-20,2
"29366","광진구",2013-05-21,2
"29367","광진구",2013-05-22,7
"29368","광진구",2013-05-23,4
"29369","광진구",2013-05-24,6
"29370","광진구",2013-05-25,5
"29371","광진구",2013-05-26,5
"29372","광진구",2013-05-27,8
"29373","광진구",2013-05-28,2
"29374","광진구",2013-05-29,4
"29375","광진구",2013-05-30,2
"29376","광진구",2013-05-31,5
"29377","광진구",2013-06-01,3
"29378","광진구",2013-06-02,3
"29379","광진구",2013-06-03,6
"29380","광진구",2013-06-04,5
"29381","광진구",2013-06-05,3
"29382","광진구",2013-06-06,7
"29383","광진구",2013-06-07,7
"29384","광진구",2013-06-08,6
"29385","광진구",2013-06-09,2
"29386","광진구",2013-06-10,5
"29387","광진구",2013-06-11,6
"29388","광진구",2013-06-12,0
"29389","광진구",2013-06-13,5
"29390","광진구",2013-06-14,2
"29391","광진구",2013-06-15,8
"29392","광진구",2013-06-16,2
"29393","광진구",2013-06-17,8
"29394","광진구",2013-06-18,1
"29395","광진구",2013-06-19,1
"29396","광진구",2013-06-20,4
"29397","광진구",2013-06-21,5
"29398","광진구",2013-06-22,3
"29399","광진구",2013-06-23,2
"29400","광진구",2013-06-24,4
"29401","광진구",2013-06-25,3
"29402","광진구",2013-06-26,6
"29403","광진구",2013-06-27,4
"29404","광진구",2013-06-28,5
"29405","광진구",2013-06-29,6
"29406","광진구",2013-06-30,2
"29407","광진구",2013-07-01,1
"29408","광진구",2013-07-02,3
"29409","광진구",2013-07-03,4
"29410","광진구",2013-07-04,7
"29411","광진구",2013-07-05,2
"29412","광진구",2013-07-06,0
"29413","광진구",2013-07-07,1
"29414","광진구",2013-07-08,0
"29415","광진구",2013-07-09,5
"29416","광진구",2013-07-10,5
"29417","광진구",2013-07-11,6
"29418","광진구",2013-07-12,4
"29419","광진구",2013-07-13,5
"29420","광진구",2013-07-14,4
"29421","광진구",2013-07-15,4
"29422","광진구",2013-07-16,4
"29423","광진구",2013-07-17,4
"29424","광진구",2013-07-18,3
"29425","광진구",2013-07-19,1
"29426","광진구",2013-07-20,3
"29427","광진구",2013-07-21,4
"29428","광진구",2013-07-22,1
"29429","광진구",2013-07-23,1
"29430","광진구",2013-07-24,2
"29431","광진구",2013-07-25,2
"29432","광진구",2013-07-26,3
"29433","광진구",2013-07-27,9
"29434","광진구",2013-07-28,5
