"","gu","day","value"
"98600","영등포구",2020-12-11,8
"98601","영등포구",2020-12-12,2
"98602","영등포구",2020-12-13,4
"98603","영등포구",2020-12-14,2
"98604","영등포구",2020-12-15,6
"98605","영등포구",2020-12-16,11
"98606","영등포구",2020-12-17,7
"98607","영등포구",2020-12-18,4
"98608","영등포구",2020-12-19,4
"98609","영등포구",2020-12-20,4
"98610","영등포구",2020-12-21,5
"98611","영등포구",2020-12-22,9
"98612","영등포구",2020-12-23,11
"98613","영등포구",2020-12-24,10
"98614","영등포구",2020-12-25,6
"98615","영등포구",2020-12-26,4
"98616","영등포구",2020-12-27,4
"98617","영등포구",2020-12-28,2
"98618","영등포구",2020-12-29,3
"98619","영등포구",2020-12-30,7
"98620","영등포구",2020-12-31,7
"98621","용산구",2020-01-01,2
"98622","용산구",2020-01-02,5
"98623","용산구",2020-01-03,4
"98624","용산구",2020-01-04,0
"98625","용산구",2020-01-05,5
"98626","용산구",2020-01-06,2
"98627","용산구",2020-01-07,3
"98628","용산구",2020-01-08,2
"98629","용산구",2020-01-09,1
"98630","용산구",2020-01-10,1
"98631","용산구",2020-01-11,1
"98632","용산구",2020-01-12,1
"98633","용산구",2020-01-13,3
"98634","용산구",2020-01-14,2
"98635","용산구",2020-01-15,1
"98636","용산구",2020-01-16,1
"98637","용산구",2020-01-17,1
"98638","용산구",2020-01-18,3
"98639","용산구",2020-01-19,0
"98640","용산구",2020-01-20,1
"98641","용산구",2020-01-21,4
"98642","용산구",2020-01-22,4
"98643","용산구",2020-01-23,5
"98644","용산구",2020-01-24,2
"98645","용산구",2020-01-25,4
"98646","용산구",2020-01-26,1
"98647","용산구",2020-01-27,3
"98648","용산구",2020-01-28,1
"98649","용산구",2020-01-29,5
"98650","용산구",2020-01-30,1
"98651","용산구",2020-01-31,2
"98652","용산구",2020-02-01,1
"98653","용산구",2020-02-02,3
"98654","용산구",2020-02-03,2
"98655","용산구",2020-02-04,0
"98656","용산구",2020-02-05,1
"98657","용산구",2020-02-06,6
"98658","용산구",2020-02-07,4
"98659","용산구",2020-02-08,4
"98660","용산구",2020-02-09,1
"98661","용산구",2020-02-10,1
"98662","용산구",2020-02-11,6
"98663","용산구",2020-02-12,3
"98664","용산구",2020-02-13,2
"98665","용산구",2020-02-14,4
"98666","용산구",2020-02-15,5
"98667","용산구",2020-02-16,2
"98668","용산구",2020-02-17,2
"98669","용산구",2020-02-18,5
"98670","용산구",2020-02-19,5
"98671","용산구",2020-02-20,5
"98672","용산구",2020-02-21,4
"98673","용산구",2020-02-22,5
"98674","용산구",2020-02-23,0
"98675","용산구",2020-02-24,2
"98676","용산구",2020-02-25,4
"98677","용산구",2020-02-26,5
"98678","용산구",2020-02-27,2
"98679","용산구",2020-02-28,0
"98680","용산구",2020-02-29,1
"98681","용산구",2020-03-01,1
"98682","용산구",2020-03-02,2
"98683","용산구",2020-03-03,3
"98684","용산구",2020-03-04,3
"98685","용산구",2020-03-05,2
"98686","용산구",2020-03-06,2
"98687","용산구",2020-03-07,1
"98688","용산구",2020-03-08,1
"98689","용산구",2020-03-09,2
"98690","용산구",2020-03-10,2
"98691","용산구",2020-03-11,4
"98692","용산구",2020-03-12,1
"98693","용산구",2020-03-13,2
"98694","용산구",2020-03-14,3
"98695","용산구",2020-03-15,1
"98696","용산구",2020-03-16,4
"98697","용산구",2020-03-17,2
"98698","용산구",2020-03-18,4
"98699","용산구",2020-03-19,3
"98700","용산구",2020-03-20,1
"98701","용산구",2020-03-21,2
"98702","용산구",2020-03-22,1
"98703","용산구",2020-03-23,4
"98704","용산구",2020-03-24,0
"98705","용산구",2020-03-25,0
"98706","용산구",2020-03-26,2
"98707","용산구",2020-03-27,5
"98708","용산구",2020-03-28,1
"98709","용산구",2020-03-29,2
"98710","용산구",2020-03-30,2
"98711","용산구",2020-03-31,3
"98712","용산구",2020-04-01,2
"98713","용산구",2020-04-02,2
"98714","용산구",2020-04-03,1
"98715","용산구",2020-04-04,2
"98716","용산구",2020-04-05,4
"98717","용산구",2020-04-06,5
"98718","용산구",2020-04-07,3
"98719","용산구",2020-04-08,5
"98720","용산구",2020-04-09,4
"98721","용산구",2020-04-10,5
"98722","용산구",2020-04-11,3
"98723","용산구",2020-04-12,0
"98724","용산구",2020-04-13,4
"98725","용산구",2020-04-14,4
"98726","용산구",2020-04-15,1
"98727","용산구",2020-04-16,4
"98728","용산구",2020-04-17,0
"98729","용산구",2020-04-18,3
"98730","용산구",2020-04-19,1
"98731","용산구",2020-04-20,4
"98732","용산구",2020-04-21,2
"98733","용산구",2020-04-22,5
"98734","용산구",2020-04-23,3
"98735","용산구",2020-04-24,7
"98736","용산구",2020-04-25,4
"98737","용산구",2020-04-26,2
"98738","용산구",2020-04-27,3
"98739","용산구",2020-04-28,2
"98740","용산구",2020-04-29,1
"98741","용산구",2020-04-30,2
"98742","용산구",2020-05-01,0
"98743","용산구",2020-05-02,2
"98744","용산구",2020-05-03,1
"98745","용산구",2020-05-04,2
"98746","용산구",2020-05-05,2
"98747","용산구",2020-05-06,7
"98748","용산구",2020-05-07,5
"98749","용산구",2020-05-08,3
"98750","용산구",2020-05-09,4
"98751","용산구",2020-05-10,1
"98752","용산구",2020-05-11,6
"98753","용산구",2020-05-12,1
"98754","용산구",2020-05-13,1
"98755","용산구",2020-05-14,3
"98756","용산구",2020-05-15,5
"98757","용산구",2020-05-16,1
"98758","용산구",2020-05-17,1
"98759","용산구",2020-05-18,2
"98760","용산구",2020-05-19,1
"98761","용산구",2020-05-20,3
"98762","용산구",2020-05-21,4
"98763","용산구",2020-05-22,5
"98764","용산구",2020-05-23,2
"98765","용산구",2020-05-24,0
"98766","용산구",2020-05-25,3
"98767","용산구",2020-05-26,3
"98768","용산구",2020-05-27,1
"98769","용산구",2020-05-28,4
"98770","용산구",2020-05-29,1
"98771","용산구",2020-05-30,4
"98772","용산구",2020-05-31,4
"98773","용산구",2020-06-01,3
"98774","용산구",2020-06-02,4
"98775","용산구",2020-06-03,1
"98776","용산구",2020-06-04,1
"98777","용산구",2020-06-05,3
"98778","용산구",2020-06-06,2
"98779","용산구",2020-06-07,1
"98780","용산구",2020-06-08,3
"98781","용산구",2020-06-09,5
"98782","용산구",2020-06-10,7
"98783","용산구",2020-06-11,3
"98784","용산구",2020-06-12,3
"98785","용산구",2020-06-13,2
"98786","용산구",2020-06-14,1
"98787","용산구",2020-06-15,2
"98788","용산구",2020-06-16,4
"98789","용산구",2020-06-17,1
"98790","용산구",2020-06-18,2
"98791","용산구",2020-06-19,4
"98792","용산구",2020-06-20,5
"98793","용산구",2020-06-21,2
"98794","용산구",2020-06-22,9
"98795","용산구",2020-06-23,5
"98796","용산구",2020-06-24,5
"98797","용산구",2020-06-25,4
"98798","용산구",2020-06-26,5
"98799","용산구",2020-06-27,3
"98800","용산구",2020-06-28,1
"98801","용산구",2020-06-29,4
"98802","용산구",2020-06-30,0
"98803","용산구",2020-07-01,3
"98804","용산구",2020-07-02,2
"98805","용산구",2020-07-03,5
"98806","용산구",2020-07-04,3
"98807","용산구",2020-07-05,0
"98808","용산구",2020-07-06,1
"98809","용산구",2020-07-07,3
"98810","용산구",2020-07-08,3
"98811","용산구",2020-07-09,1
"98812","용산구",2020-07-10,2
"98813","용산구",2020-07-11,5
"98814","용산구",2020-07-12,2
"98815","용산구",2020-07-13,1
"98816","용산구",2020-07-14,2
"98817","용산구",2020-07-15,6
"98818","용산구",2020-07-16,2
"98819","용산구",2020-07-17,2
"98820","용산구",2020-07-18,2
"98821","용산구",2020-07-19,4
"98822","용산구",2020-07-20,5
"98823","용산구",2020-07-21,1
"98824","용산구",2020-07-22,2
"98825","용산구",2020-07-23,4
"98826","용산구",2020-07-24,3
"98827","용산구",2020-07-25,5
"98828","용산구",2020-07-26,1
"98829","용산구",2020-07-27,0
"98830","용산구",2020-07-28,4
"98831","용산구",2020-07-29,2
"98832","용산구",2020-07-30,1
"98833","용산구",2020-07-31,2
"98834","용산구",2020-08-01,1
"98835","용산구",2020-08-02,3
"98836","용산구",2020-08-03,3
"98837","용산구",2020-08-04,2
"98838","용산구",2020-08-05,4
"98839","용산구",2020-08-06,4
"98840","용산구",2020-08-07,5
"98841","용산구",2020-08-08,0
"98842","용산구",2020-08-09,3
"98843","용산구",2020-08-10,3
"98844","용산구",2020-08-11,1
"98845","용산구",2020-08-12,1
"98846","용산구",2020-08-13,1
"98847","용산구",2020-08-14,3
"98848","용산구",2020-08-15,3
"98849","용산구",2020-08-16,3
"98850","용산구",2020-08-17,0
"98851","용산구",2020-08-18,2
"98852","용산구",2020-08-19,2
"98853","용산구",2020-08-20,3
"98854","용산구",2020-08-21,3
"98855","용산구",2020-08-22,1
"98856","용산구",2020-08-23,2
"98857","용산구",2020-08-24,0
"98858","용산구",2020-08-25,4
"98859","용산구",2020-08-26,2
"98860","용산구",2020-08-27,2
"98861","용산구",2020-08-28,4
"98862","용산구",2020-08-29,2
"98863","용산구",2020-08-30,1
"98864","용산구",2020-08-31,3
"98865","용산구",2020-09-01,3
"98866","용산구",2020-09-02,1
"98867","용산구",2020-09-03,1
"98868","용산구",2020-09-04,2
"98869","용산구",2020-09-05,5
"98870","용산구",2020-09-06,3
"98871","용산구",2020-09-07,0
"98872","용산구",2020-09-08,1
"98873","용산구",2020-09-09,2
"98874","용산구",2020-09-10,1
"98875","용산구",2020-09-11,2
"98876","용산구",2020-09-12,0
"98877","용산구",2020-09-13,2
"98878","용산구",2020-09-14,1
"98879","용산구",2020-09-15,2
"98880","용산구",2020-09-16,2
"98881","용산구",2020-09-17,3
"98882","용산구",2020-09-18,3
"98883","용산구",2020-09-19,1
"98884","용산구",2020-09-20,4
"98885","용산구",2020-09-21,2
"98886","용산구",2020-09-22,0
"98887","용산구",2020-09-23,4
"98888","용산구",2020-09-24,4
"98889","용산구",2020-09-25,2
"98890","용산구",2020-09-26,2
"98891","용산구",2020-09-27,0
"98892","용산구",2020-09-28,2
"98893","용산구",2020-09-29,2
"98894","용산구",2020-09-30,5
"98895","용산구",2020-10-01,1
"98896","용산구",2020-10-02,0
"98897","용산구",2020-10-03,0
"98898","용산구",2020-10-04,0
"98899","용산구",2020-10-05,3
"98900","용산구",2020-10-06,1
"98901","용산구",2020-10-07,5
"98902","용산구",2020-10-08,3
"98903","용산구",2020-10-09,3
"98904","용산구",2020-10-10,2
"98905","용산구",2020-10-11,0
"98906","용산구",2020-10-12,1
"98907","용산구",2020-10-13,2
"98908","용산구",2020-10-14,1
"98909","용산구",2020-10-15,3
"98910","용산구",2020-10-16,2
"98911","용산구",2020-10-17,4
"98912","용산구",2020-10-18,1
"98913","용산구",2020-10-19,4
"98914","용산구",2020-10-20,1
"98915","용산구",2020-10-21,3
"98916","용산구",2020-10-22,1
"98917","용산구",2020-10-23,6
"98918","용산구",2020-10-24,4
"98919","용산구",2020-10-25,4
"98920","용산구",2020-10-26,2
"98921","용산구",2020-10-27,1
"98922","용산구",2020-10-28,4
"98923","용산구",2020-10-29,2
"98924","용산구",2020-10-30,5
"98925","용산구",2020-10-31,1
"98926","용산구",2020-11-01,3
"98927","용산구",2020-11-02,3
"98928","용산구",2020-11-03,0
"98929","용산구",2020-11-04,2
"98930","용산구",2020-11-05,3
"98931","용산구",2020-11-06,2
"98932","용산구",2020-11-07,3
"98933","용산구",2020-11-08,2
"98934","용산구",2020-11-09,0
"98935","용산구",2020-11-10,2
"98936","용산구",2020-11-11,0
"98937","용산구",2020-11-12,2
"98938","용산구",2020-11-13,2
"98939","용산구",2020-11-14,3
"98940","용산구",2020-11-15,0
"98941","용산구",2020-11-16,0
"98942","용산구",2020-11-17,1
"98943","용산구",2020-11-18,2
"98944","용산구",2020-11-19,4
"98945","용산구",2020-11-20,5
"98946","용산구",2020-11-21,1
"98947","용산구",2020-11-22,0
"98948","용산구",2020-11-23,5
"98949","용산구",2020-11-24,2
"98950","용산구",2020-11-25,3
"98951","용산구",2020-11-26,3
"98952","용산구",2020-11-27,4
"98953","용산구",2020-11-28,2
"98954","용산구",2020-11-29,1
"98955","용산구",2020-11-30,4
"98956","용산구",2020-12-01,0
"98957","용산구",2020-12-02,1
"98958","용산구",2020-12-03,3
"98959","용산구",2020-12-04,3
"98960","용산구",2020-12-05,2
"98961","용산구",2020-12-06,1
"98962","용산구",2020-12-07,1
"98963","용산구",2020-12-08,3
"98964","용산구",2020-12-09,0
"98965","용산구",2020-12-10,2
"98966","용산구",2020-12-11,3
"98967","용산구",2020-12-12,1
"98968","용산구",2020-12-13,1
"98969","용산구",2020-12-14,0
"98970","용산구",2020-12-15,0
"98971","용산구",2020-12-16,2
"98972","용산구",2020-12-17,4
"98973","용산구",2020-12-18,5
"98974","용산구",2020-12-19,8
"98975","용산구",2020-12-20,3
"98976","용산구",2020-12-21,0
"98977","용산구",2020-12-22,2
"98978","용산구",2020-12-23,3
"98979","용산구",2020-12-24,3
"98980","용산구",2020-12-25,1
"98981","용산구",2020-12-26,2
"98982","용산구",2020-12-27,1
"98983","용산구",2020-12-28,0
"98984","용산구",2020-12-29,1
"98985","용산구",2020-12-30,0
"98986","용산구",2020-12-31,1
"98987","은평구",2020-01-01,2
"98988","은평구",2020-01-02,5
"98989","은평구",2020-01-03,1
"98990","은평구",2020-01-04,0
"98991","은평구",2020-01-05,1
"98992","은평구",2020-01-06,3
"98993","은평구",2020-01-07,3
"98994","은평구",2020-01-08,2
"98995","은평구",2020-01-09,3
"98996","은평구",2020-01-10,1
"98997","은평구",2020-01-11,2
"98998","은평구",2020-01-12,3
"98999","은평구",2020-01-13,2
"99000","은평구",2020-01-14,3
"99001","은평구",2020-01-15,3
"99002","은평구",2020-01-16,2
"99003","은평구",2020-01-17,2
"99004","은평구",2020-01-18,3
"99005","은평구",2020-01-19,5
"99006","은평구",2020-01-20,3
"99007","은평구",2020-01-21,2
"99008","은평구",2020-01-22,3
"99009","은평구",2020-01-23,10
"99010","은평구",2020-01-24,1
"99011","은평구",2020-01-25,1
"99012","은평구",2020-01-26,3
"99013","은평구",2020-01-27,0
"99014","은평구",2020-01-28,1
"99015","은평구",2020-01-29,0
"99016","은평구",2020-01-30,2
"99017","은평구",2020-01-31,1
"99018","은평구",2020-02-01,3
"99019","은평구",2020-02-02,1
"99020","은평구",2020-02-03,1
"99021","은평구",2020-02-04,1
"99022","은평구",2020-02-05,5
"99023","은평구",2020-02-06,3
"99024","은평구",2020-02-07,7
"99025","은평구",2020-02-08,1
"99026","은평구",2020-02-09,6
"99027","은평구",2020-02-10,4
"99028","은평구",2020-02-11,2
"99029","은평구",2020-02-12,3
"99030","은평구",2020-02-13,3
"99031","은평구",2020-02-14,0
"99032","은평구",2020-02-15,5
"99033","은평구",2020-02-16,3
"99034","은평구",2020-02-17,1
"99035","은평구",2020-02-18,2
"99036","은평구",2020-02-19,3
"99037","은평구",2020-02-20,3
"99038","은평구",2020-02-21,3
"99039","은평구",2020-02-22,2
"99040","은평구",2020-02-23,1
"99041","은평구",2020-02-24,2
"99042","은평구",2020-02-25,3
"99043","은평구",2020-02-26,6
"99044","은평구",2020-02-27,2
"99045","은평구",2020-02-28,1
"99046","은평구",2020-02-29,6
"99047","은평구",2020-03-01,1
"99048","은평구",2020-03-02,2
"99049","은평구",2020-03-03,2
"99050","은평구",2020-03-04,3
"99051","은평구",2020-03-05,2
"99052","은평구",2020-03-06,0
"99053","은평구",2020-03-07,4
"99054","은평구",2020-03-08,1
"99055","은평구",2020-03-09,1
"99056","은평구",2020-03-10,3
"99057","은평구",2020-03-11,2
"99058","은평구",2020-03-12,2
"99059","은평구",2020-03-13,3
"99060","은평구",2020-03-14,1
"99061","은평구",2020-03-15,1
"99062","은평구",2020-03-16,1
"99063","은평구",2020-03-17,4
"99064","은평구",2020-03-18,4
"99065","은평구",2020-03-19,4
"99066","은평구",2020-03-20,2
"99067","은평구",2020-03-21,6
"99068","은평구",2020-03-22,2
"99069","은평구",2020-03-23,1
"99070","은평구",2020-03-24,2
"99071","은평구",2020-03-25,1
"99072","은평구",2020-03-26,3
"99073","은평구",2020-03-27,4
"99074","은평구",2020-03-28,1
"99075","은평구",2020-03-29,2
"99076","은평구",2020-03-30,1
"99077","은평구",2020-03-31,2
"99078","은평구",2020-04-01,3
"99079","은평구",2020-04-02,3
"99080","은평구",2020-04-03,2
"99081","은평구",2020-04-04,3
"99082","은평구",2020-04-05,1
"99083","은평구",2020-04-06,3
"99084","은평구",2020-04-07,2
"99085","은평구",2020-04-08,7
"99086","은평구",2020-04-09,3
"99087","은평구",2020-04-10,3
"99088","은평구",2020-04-11,2
"99089","은평구",2020-04-12,3
"99090","은평구",2020-04-13,1
"99091","은평구",2020-04-14,0
"99092","은평구",2020-04-15,5
"99093","은평구",2020-04-16,2
"99094","은평구",2020-04-17,2
"99095","은평구",2020-04-18,5
"99096","은평구",2020-04-19,3
"99097","은평구",2020-04-20,2
"99098","은평구",2020-04-21,1
"99099","은평구",2020-04-22,1
"99100","은평구",2020-04-23,1
"99101","은평구",2020-04-24,1
"99102","은평구",2020-04-25,5
"99103","은평구",2020-04-26,2
"99104","은평구",2020-04-27,3
"99105","은평구",2020-04-28,0
"99106","은평구",2020-04-29,2
"99107","은평구",2020-04-30,3
"99108","은평구",2020-05-01,2
"99109","은평구",2020-05-02,0
"99110","은평구",2020-05-03,3
"99111","은평구",2020-05-04,2
"99112","은평구",2020-05-05,1
"99113","은평구",2020-05-06,3
"99114","은평구",2020-05-07,3
"99115","은평구",2020-05-08,3
"99116","은평구",2020-05-09,1
"99117","은평구",2020-05-10,2
"99118","은평구",2020-05-11,4
"99119","은평구",2020-05-12,3
"99120","은평구",2020-05-13,4
"99121","은평구",2020-05-14,5
"99122","은평구",2020-05-15,6
"99123","은평구",2020-05-16,1
"99124","은평구",2020-05-17,4
"99125","은평구",2020-05-18,3
"99126","은평구",2020-05-19,0
"99127","은평구",2020-05-20,3
"99128","은평구",2020-05-21,1
"99129","은평구",2020-05-22,4
"99130","은평구",2020-05-23,2
"99131","은평구",2020-05-24,0
"99132","은평구",2020-05-25,2
"99133","은평구",2020-05-26,3
"99134","은평구",2020-05-27,2
"99135","은평구",2020-05-28,1
"99136","은평구",2020-05-29,3
"99137","은평구",2020-05-30,1
"99138","은평구",2020-05-31,2
"99139","은평구",2020-06-01,5
"99140","은평구",2020-06-02,3
"99141","은평구",2020-06-03,2
"99142","은평구",2020-06-04,0
"99143","은평구",2020-06-05,2
"99144","은평구",2020-06-06,1
"99145","은평구",2020-06-07,1
"99146","은평구",2020-06-08,3
"99147","은평구",2020-06-09,3
"99148","은평구",2020-06-10,2
"99149","은평구",2020-06-11,3
"99150","은평구",2020-06-12,2
"99151","은평구",2020-06-13,5
"99152","은평구",2020-06-14,2
"99153","은평구",2020-06-15,4
"99154","은평구",2020-06-16,5
"99155","은평구",2020-06-17,2
"99156","은평구",2020-06-18,2
"99157","은평구",2020-06-19,2
"99158","은평구",2020-06-20,1
"99159","은평구",2020-06-21,2
"99160","은평구",2020-06-22,2
"99161","은평구",2020-06-23,4
"99162","은평구",2020-06-24,1
"99163","은평구",2020-06-25,2
"99164","은평구",2020-06-26,4
"99165","은평구",2020-06-27,3
"99166","은평구",2020-06-28,2
"99167","은평구",2020-06-29,0
"99168","은평구",2020-06-30,5
"99169","은평구",2020-07-01,3
"99170","은평구",2020-07-02,2
"99171","은평구",2020-07-03,4
"99172","은평구",2020-07-04,2
"99173","은평구",2020-07-05,4
"99174","은평구",2020-07-06,1
"99175","은평구",2020-07-07,2
"99176","은평구",2020-07-08,3
"99177","은평구",2020-07-09,2
"99178","은평구",2020-07-10,1
"99179","은평구",2020-07-11,1
"99180","은평구",2020-07-12,3
"99181","은평구",2020-07-13,4
"99182","은평구",2020-07-14,4
"99183","은평구",2020-07-15,4
"99184","은평구",2020-07-16,2
"99185","은평구",2020-07-17,3
"99186","은평구",2020-07-18,3
"99187","은평구",2020-07-19,3
"99188","은평구",2020-07-20,8
"99189","은평구",2020-07-21,4
"99190","은평구",2020-07-22,2
"99191","은평구",2020-07-23,1
"99192","은평구",2020-07-24,1
"99193","은평구",2020-07-25,0
"99194","은평구",2020-07-26,4
"99195","은평구",2020-07-27,2
"99196","은평구",2020-07-28,1
"99197","은평구",2020-07-29,1
"99198","은평구",2020-07-30,2
"99199","은평구",2020-07-31,4
"99200","은평구",2020-08-01,3
"99201","은평구",2020-08-02,2
"99202","은평구",2020-08-03,2
"99203","은평구",2020-08-04,5
"99204","은평구",2020-08-05,0
"99205","은평구",2020-08-06,1
"99206","은평구",2020-08-07,2
"99207","은평구",2020-08-08,5
"99208","은평구",2020-08-09,4
"99209","은평구",2020-08-10,4
"99210","은평구",2020-08-11,1
"99211","은평구",2020-08-12,2
"99212","은평구",2020-08-13,1
"99213","은평구",2020-08-14,3
"99214","은평구",2020-08-15,3
"99215","은평구",2020-08-16,5
"99216","은평구",2020-08-17,1
"99217","은평구",2020-08-18,0
"99218","은평구",2020-08-19,5
"99219","은평구",2020-08-20,3
"99220","은평구",2020-08-21,5
"99221","은평구",2020-08-22,2
"99222","은평구",2020-08-23,0
"99223","은평구",2020-08-24,3
"99224","은평구",2020-08-25,2
"99225","은평구",2020-08-26,1
"99226","은평구",2020-08-27,2
"99227","은평구",2020-08-28,5
"99228","은평구",2020-08-29,5
"99229","은평구",2020-08-30,4
"99230","은평구",2020-08-31,4
"99231","은평구",2020-09-01,5
"99232","은평구",2020-09-02,1
"99233","은평구",2020-09-03,5
"99234","은평구",2020-09-04,2
"99235","은평구",2020-09-05,2
"99236","은평구",2020-09-06,5
"99237","은평구",2020-09-07,1
"99238","은평구",2020-09-08,4
"99239","은평구",2020-09-09,2
"99240","은평구",2020-09-10,1
"99241","은평구",2020-09-11,5
"99242","은평구",2020-09-12,5
"99243","은평구",2020-09-13,3
"99244","은평구",2020-09-14,2
"99245","은평구",2020-09-15,4
"99246","은평구",2020-09-16,4
"99247","은평구",2020-09-17,7
"99248","은평구",2020-09-18,3
"99249","은평구",2020-09-19,5
"99250","은평구",2020-09-20,2
"99251","은평구",2020-09-21,5
"99252","은평구",2020-09-22,3
"99253","은평구",2020-09-23,1
"99254","은평구",2020-09-24,2
"99255","은평구",2020-09-25,3
"99256","은평구",2020-09-26,3
"99257","은평구",2020-09-27,1
"99258","은평구",2020-09-28,8
"99259","은평구",2020-09-29,3
"99260","은평구",2020-09-30,1
"99261","은평구",2020-10-01,1
"99262","은평구",2020-10-02,0
"99263","은평구",2020-10-03,4
"99264","은평구",2020-10-04,4
"99265","은평구",2020-10-05,5
"99266","은평구",2020-10-06,5
"99267","은평구",2020-10-07,2
"99268","은평구",2020-10-08,5
"99269","은평구",2020-10-09,3
"99270","은평구",2020-10-10,5
"99271","은평구",2020-10-11,0
"99272","은평구",2020-10-12,4
"99273","은평구",2020-10-13,0
"99274","은평구",2020-10-14,3
"99275","은평구",2020-10-15,3
"99276","은평구",2020-10-16,2
"99277","은평구",2020-10-17,2
"99278","은평구",2020-10-18,7
"99279","은평구",2020-10-19,4
"99280","은평구",2020-10-20,2
"99281","은평구",2020-10-21,0
"99282","은평구",2020-10-22,2
"99283","은평구",2020-10-23,4
"99284","은평구",2020-10-24,3
"99285","은평구",2020-10-25,3
"99286","은평구",2020-10-26,3
"99287","은평구",2020-10-27,1
"99288","은평구",2020-10-28,3
"99289","은평구",2020-10-29,5
"99290","은평구",2020-10-30,2
"99291","은평구",2020-10-31,5
"99292","은평구",2020-11-01,3
"99293","은평구",2020-11-02,2
"99294","은평구",2020-11-03,3
"99295","은평구",2020-11-04,6
"99296","은평구",2020-11-05,2
"99297","은평구",2020-11-06,6
"99298","은평구",2020-11-07,3
"99299","은평구",2020-11-08,1
"99300","은평구",2020-11-09,1
"99301","은평구",2020-11-10,4
"99302","은평구",2020-11-11,4
"99303","은평구",2020-11-12,4
"99304","은평구",2020-11-13,5
"99305","은평구",2020-11-14,5
"99306","은평구",2020-11-15,2
"99307","은평구",2020-11-16,2
"99308","은평구",2020-11-17,1
"99309","은평구",2020-11-18,0
"99310","은평구",2020-11-19,3
"99311","은평구",2020-11-20,3
"99312","은평구",2020-11-21,1
"99313","은평구",2020-11-22,4
"99314","은평구",2020-11-23,1
"99315","은평구",2020-11-24,1
"99316","은평구",2020-11-25,2
"99317","은평구",2020-11-26,4
"99318","은평구",2020-11-27,0
"99319","은평구",2020-11-28,1
"99320","은평구",2020-11-29,2
"99321","은평구",2020-11-30,3
"99322","은평구",2020-12-01,2
"99323","은평구",2020-12-02,2
"99324","은평구",2020-12-03,3
"99325","은평구",2020-12-04,1
"99326","은평구",2020-12-05,2
"99327","은평구",2020-12-06,1
"99328","은평구",2020-12-07,3
"99329","은평구",2020-12-08,1
"99330","은평구",2020-12-09,1
"99331","은평구",2020-12-10,5
"99332","은평구",2020-12-11,3
"99333","은평구",2020-12-12,1
"99334","은평구",2020-12-13,1
"99335","은평구",2020-12-14,4
"99336","은평구",2020-12-15,5
"99337","은평구",2020-12-16,2
"99338","은평구",2020-12-17,4
"99339","은평구",2020-12-18,0
"99340","은평구",2020-12-19,5
"99341","은평구",2020-12-20,1
"99342","은평구",2020-12-21,2
"99343","은평구",2020-12-22,3
"99344","은평구",2020-12-23,2
"99345","은평구",2020-12-24,2
"99346","은평구",2020-12-25,1
"99347","은평구",2020-12-26,2
"99348","은평구",2020-12-27,2
"99349","은평구",2020-12-28,4
"99350","은평구",2020-12-29,2
"99351","은평구",2020-12-30,1
"99352","은평구",2020-12-31,3
"99353","종로구",2020-01-01,1
"99354","종로구",2020-01-02,1
"99355","종로구",2020-01-03,2
"99356","종로구",2020-01-04,1
"99357","종로구",2020-01-05,0
"99358","종로구",2020-01-06,3
"99359","종로구",2020-01-07,3
"99360","종로구",2020-01-08,2
"99361","종로구",2020-01-09,2
"99362","종로구",2020-01-10,5
"99363","종로구",2020-01-11,2
"99364","종로구",2020-01-12,2
"99365","종로구",2020-01-13,5
"99366","종로구",2020-01-14,3
"99367","종로구",2020-01-15,3
"99368","종로구",2020-01-16,4
"99369","종로구",2020-01-17,6
"99370","종로구",2020-01-18,3
"99371","종로구",2020-01-19,0
"99372","종로구",2020-01-20,0
"99373","종로구",2020-01-21,2
"99374","종로구",2020-01-22,6
"99375","종로구",2020-01-23,2
"99376","종로구",2020-01-24,0
"99377","종로구",2020-01-25,2
"99378","종로구",2020-01-26,2
"99379","종로구",2020-01-27,4
"99380","종로구",2020-01-28,0
"99381","종로구",2020-01-29,2
"99382","종로구",2020-01-30,2
"99383","종로구",2020-01-31,6
"99384","종로구",2020-02-01,4
"99385","종로구",2020-02-02,3
"99386","종로구",2020-02-03,4
"99387","종로구",2020-02-04,3
"99388","종로구",2020-02-05,6
"99389","종로구",2020-02-06,2
"99390","종로구",2020-02-07,7
"99391","종로구",2020-02-08,4
"99392","종로구",2020-02-09,2
"99393","종로구",2020-02-10,3
"99394","종로구",2020-02-11,1
"99395","종로구",2020-02-12,5
"99396","종로구",2020-02-13,3
"99397","종로구",2020-02-14,4
"99398","종로구",2020-02-15,2
"99399","종로구",2020-02-16,2
"99400","종로구",2020-02-17,3
"99401","종로구",2020-02-18,9
"99402","종로구",2020-02-19,3
"99403","종로구",2020-02-20,1
"99404","종로구",2020-02-21,3
"99405","종로구",2020-02-22,1
"99406","종로구",2020-02-23,3
"99407","종로구",2020-02-24,5
"99408","종로구",2020-02-25,1
"99409","종로구",2020-02-26,3
"99410","종로구",2020-02-27,1
"99411","종로구",2020-02-28,1
"99412","종로구",2020-02-29,1
"99413","종로구",2020-03-01,1
"99414","종로구",2020-03-02,0
"99415","종로구",2020-03-03,1
"99416","종로구",2020-03-04,1
"99417","종로구",2020-03-05,3
"99418","종로구",2020-03-06,3
"99419","종로구",2020-03-07,0
"99420","종로구",2020-03-08,3
